digits,section,division,group,class,item,desc_en,exclude_en,include_en,desc_bm,exclude_bm,include_bm
5,H,49,491,4911,49110,Passenger transport by inter-urban railways,"passenger transport by urban and sub urban transit systems, see 4921. passenger terminal activities, see 52211. operation of sleeping cars see 55900 or dining cars when operated by separate units see 5610",operation of sleeping cars or dining cars as an integrated operation of railway companies,Pengangkutan penumpang antara bandar melalui laluan rel,,
5,H,49,491,4912,49120,"Freight transport by inter-urban, suburban and urban railways","storage and warehousing, see 52100. freight terminal activities, see 52211. cargo handling, see 5224",,"Pengangkutan muatan antara bandar, pinggir bandar dan bandar melalui laluan rel",,
5,H,49,492,4921,49211,City bus services,,,Perkhidmatan bas bandaraya,,
5,H,49,492,4921,49212,Urban and suburban railway passenger transport service,,"Light Rail Transit (LRT), Express Rail Link (ERL), Monorail",Perkhidmatan pengangkutan rel penumpang bandar dan pinggir bandar(2),,
5,H,49,492,4922,49221,Express bus services,,"express inter-urban bus, etc.",Perkhidmatan bas ekspres(4),,
5,H,49,492,4922,49222,Employees bus services,,,Perkhidmatan bas pekerja,,
5,H,49,492,4922,49223,School bus services,,,Perkhidmatan bas sekolah,,
5,H,49,492,4922,49224,Taxi operation and limousine services,,,Perkhidmatan operasi teksi dan limosin,,
5,H,49,492,4922,49225,Rental of cars with driver,,,Sewa kereta dengan pemandu,,
5,H,49,492,4922,49229,Other passenger land transport n.e.c.,,"charters, excursion and other occasional coach services",Pengangkutan darat penumpang lain t.t.t.l.(5),,
5,H,49,492,4923,49230,Freight transport by road,"log hauling within the forest, as part of logging operations, see 02401. distribution of water by trucks, see 36001. operation of terminal facilities for handling freight, see 52211. crating and packing services for transport, see 52299. post, see 53100 and courier activities, see 53200. waste transport as integrated part of waste collection activities, see 3811, 3812",logging haulage,Pengangkutan muatan melalui jalan raya,,
5,H,49,493,4930,49300,Transport via pipeline,"distribution of natural or manufactured gas, water or stream, see 35202, 35301, 35302, 36001. transport of water, liquids, etc. by trucks, see 49230","transport of gases, liquids, water, slurry and other commodities via pipeline",Pengangkutan melalui saluran paip,,
5,H,50,501,5011,50111,"Operation of excursion, cruise or sightseeing boats",,,"Operasi rombongan, cruise atau bot persiaran",,
5,H,50,501,5011,50112,"Operation of ferries, water taxis",,,"Operasi feri, teksi air",,
5,H,50,501,5011,50113,Rental of pleasure boats with crew for sea and coastal water transport (e.g. for fishing cruises),,rental of pleasure boats with crew or coastal water transport for fishing cruises,Sewaan bot santai dengan krew bagi pengangkutan laut dan pesisir pantai(2),,
5,H,50,501,5012,50121,"Transport of freight over seas and coastal waters, whether scheduled or not",,,"Pengangkutan muatan laut dan pesisir pantai, berjadual atau tidak berjadual",,
5,H,50,501,5012,50122,"Transport by towing or pushing of barges, oil rigs",,,"Pengangkutan tunda atau tolak tongkang, pelantar minyak",,
5,H,50,502,5021,50211,"Transport of passenger via rivers, canals, lakes and other inland waterways, including inside harbours and ports",,transport of passenger inside harbours and ports,"Pengangkutan penumpang melalui sungai, terusan, tasik dan laluan air pedalaman lain(1)",,
5,H,50,502,5021,50212,Rental of pleasure boats with crew for inland water transport,,,Sewaan bot santai dengan krew bagi pengangkutan air pedalaman,,
5,H,50,502,5022,50220,"Transport of freight via rivers, canals, lakes and other inland waterways, including inside harbours and ports",,transport of freight inside harbours and ports,"Pengangkutan muatan melalui sungai, terusan, tasik dan laluan air pedalaman lain(2)",,
5,H,51,511,5110,51101,Transport of passengers by air over regular routes and on regular schedules,,,Pengangkutan penumpang melalui udara mengikut laluan dan jadual biasa,,
5,H,51,511,5110,51102,Non-scheduled transport of passenger by air,,"charter flights for passengers (e.g. helicopter, etc.)",Pengangkutan penumpang tidak berjadual(1),,
5,H,51,511,5110,51103,Renting of air-transport equipment with operator for the purpose of passenger transportation,,,Penyewaan peralatan pengangkutan dengan operator untuk tujuan pengangkutan penumpang,,
5,H,51,512,5120,51201,Transport freight by air over regular routes and on regular schedules,,,Pengangkutan muatan udara mengikut laluan dan berjadual biasa,,
5,H,51,512,5120,51202,Non-scheduled transport of freight by air,,launching of satellites and space vehicles,Pengangkutan muatan udara tidak berjadual(1),,
5,H,51,512,5120,51203,Renting of air-transport equipment with operator for the purpose of freight transportation,,,Penyewaan peralatan pengangkutan udara dengan operator untuk tujuan pengangkutan muatan,,
5,H,52,521,5210,52100,Warehousing and storage services,"parking facilities for motor vehicles, see 52213. operation of self storage facilities, see 68102. rental of vacant space, see 6810","operation of storage and warehouse facilities for all kind of goods: operation of grain silos, general merchandise warehouses, freight, refrigerated warehouses, storage tanks, etc.",Perkhidmatan penggudangan dan penyimpanan,,
5,H,52,522,5221,52211,Operation of terminal facilities,,"operation of terminal facilities such as railway stations, bus stations, stations for the handling of goods, freight terminal activities, etc.",Operasi kemudahan terminal(2),,
5,H,52,522,5221,52212,Towing and road side assistance,"maintenance and repair of motor vehicles with towing services, see 45201",,Perkhidmatan tunda dan bantuan tepi jalan(3),,
5,H,52,522,5221,52213,Operation of parking facilities for motor vehicles (parking lots),"parking meter coin collection services, see 82990",,Operasi kemudahan meletak kenderaan bermotor (medan letak kenderaan)(4),,
5,H,52,522,5221,52214,"Highway, bridge and tunnel operation services",,,"Perkhidmatan operasi lebuh raya, jambatan dan terowong",,
5,H,52,522,5221,52219,Other service activities incidental to land transportation n.e.c.,"liquefaction of gas for transportation purposes, see 19201",,Aktiviiti perkhidmatan lain berkaitan pengangkutan darat t.t.t.l.(5),,
5,H,52,522,5222,52221,"Port, harbours and piers operation services",,"navigation, pilotage and berthing activities",Operasi perkhidmatan pelabuhan dan limbungan(2),,
5,H,52,522,5222,52222,Vessel salvage and refloating services,,,Perkhidmatan penyelamat dan pengapungan semula kapal,,
5,H,52,522,5222,52229,Other service activities incidental to water transportation n.e.c.,,lighterage and lighthouse activities,Aktiviti perkhidmatan lain berkaitan pengangkutan air t.t.t.l.(3),,
5,H,52,522,5223,52231,Operation of terminal facilities,,"the operation of airway terminal, etc.",Operasi kemudahan terminal(2),,
5,H,52,522,5223,52232,Airport and air-traffic-control activities,,,Lapangan terbang dan aktiviti kawalan trafik udara,,
5,H,52,522,5223,52233,Ground service activities on airfields,,,Aktiviti perkhidmatan asas di padang terbang,,
5,H,52,522,5223,52234,Fire fighting and fire-prevention services at airports,,,Aktiviti melawan dan pencegahan api di lapangan terbang,,
5,H,52,522,5223,52239,Other service activities incidental to air transportation n.e.c.,,,Aktiviti perkhidmatan lain berkaitan pengangkutan udara t.t.t.l.,,
5,H,52,522,5224,52241,Stevedoring services,,,Perkhidmatan pemunggahan,,
5,H,52,522,5224,52249,Other cargo handling activities n.e.c.,,,Aktiviti pengendalian kargo lain t.t.t.l.,,
5,H,52,522,5229,52291,Forwarding of freight,,,Penghantaran muatan(3),,
5,H,52,522,5229,52292,Brokerage for ship and aircraft space,,,Pembrokeran ruang kapal dan kapal terbang,,
5,H,52,522,5229,52299,Other transportation support activities n.e.c.,,,Aktiviti sokongan pengangkutan lain t.t.t.l(4),,
5,H,53,531,5310,53100,National postal services,"postal giro, postal savings activities and money order activities, see 6419","the pick-up, transport and delivery (domestic or international) of mail and parcels. The activity includes sale of postage stamps, collection of mail and parcels from public letter boxes or from post offices and distribution and delivery. Also includes such activities as mail sorting, mailbox rental, poste restante, etc.",Perkhidmatan pos nasional(2),,
5,H,53,532,5320,53200,Courier activities other than national post activities,"transport of freight, see (according to mode of transport) 49120, 49230, 5012, 50220, 5120. all postal activities carried out by Pos Malaysia Bhd. which are classified in Item 53100 National postal services","the pick-up, transport and delivery of letters and mail-type, usually small, parcels and packages. One or more modes of transport may be involved and the activity may be carried out with either self-owned (private) transport media or via public transport",Aktiviti kurier selain daripada aktiviti pos nasional(2),,
5,I,55,551,5510,55101,Hotels and resort hotels,,inn and lodge,Hotel dan hotel resort(2),,
5,I,55,551,5510,55102,Motels,,,Motel,,
5,I,55,551,5510,55103,Apartment hotels,,services apartment and condo,Hotel Apartmen(3),,
5,I,55,551,5510,55104,Chalets,,,Chalet,,
5,I,55,551,5510,55105,Rest house/guest house,,,Rumah rehat/rumah tetamu,,
5,I,55,551,5510,55106,Bed and breakfast units,,,Bed and breakfast unit,,
5,I,55,551,5510,55107,Hostels,,,Asrama,,
5,I,55,551,5510,55108,Home stay,,,Homestay,,
5,I,55,551,5510,55109,Other short term accommodation activities n.e.c.,,,Aktiviti penginapan jangka masa pendek yang lain t.t.t.l.,,
5,I,55,552,5520,55200,Camping grounds/sites and recreational vehicle parks,,"provision of accommodation in campgrounds, trailer parks, recreational camps and fishing and hunting camps for short stay visitors","Tapak perkhemahan, taman kenderaan rekreasi dan taman treler(1)",,
5,I,55,559,5590,55900,Other accommodation,,student residences,Penginapan lain(1),,
5,I,56,561,5610,56101,Restaurants and restaurant cum night clubs,,,Restoran dan restoran yang juga kelab malam,,
5,I,56,561,5610,56102,Cafeterias/canteens,,,Kafeteria/kantin,,
5,I,56,561,5610,56103,Fast-food restaurants,,,Restoran makanan segera,,
5,I,56,561,5610,56104,Ice cream truck vendors and parlours,,,Trak ais krim dengan tempat duduk,,
5,I,56,561,5610,56105,Mobile food carts,,,Kenderaan sorong makanan yang bergerak,,
5,I,56,561,5610,56106,Food stalls/hawkers,,,Gerai/penjaja makanan,,
5,I,56,561,5610,56107,"Food or beverage, food and beverage preparation in market stalls/hawkers",,,"Makanan dan minuman, penyediaan makanan dan minuman di dalam gerai/penjaja(2)",,
5,I,56,562,5621,56210,Event/food caterers,"manufacture of perishable food items for resale, see 10799. retail sale of perishable food items, see division 47",,Katering makanan,,
5,I,56,562,5629,56290,Other food service activities,"manufacture of perishable food items for resale, see 10799. retail sale of perishable food items, see division 47",food service contractors for transportation companies,Aktiviti perkhidmatan makanan lain(2),,
5,I,56,563,5630,56301,"Pubs, bars, discotheques, coffee houses, cocktail lounges and karaoke",,,"Pub, bar, disko, coffee house, ruang koktel dan karaoke",,
5,I,56,563,5630,56302,Coffee shops,,,Kedai kopi,,
5,I,56,563,5630,56303,Drink stalls/hawkers,,,Gerai/penjaja minuman,,
5,I,56,563,5630,56304,Mobile beverage,,,Perkhidmatan minuman bergerak,,
5,I,56,563,5630,56309,Others drinking places n.e.c.,,,Tempat minuman lain t.t.t.l.,,
5,J,58,581,5811,58110,"Publishing of books, brochures and other publications","production of globes, see 32909. publishing of advertising material, see 58190. publishing of music and sheet books, see 59200. activities of independent authors, see 90004","the activities of publishing books in print, electronic (CD, electronic displays, etc.) or audio form or on the Internet","Penerbitan buku, brosur dan penerbitan lain(2)",,
5,J,58,581,5812,58120,"Publishing of mailing lists, telephone book, other directories",,on-line publishing of directories and mailing lists,"Penerbitan senarai mel, buku telefon dan direktori lain(3)",,
5,J,58,581,5813,58130,"Publishing of newspapers, journals, magazines and periodicals in print or electronic form",,on the Internet and publishing of radio and television schedules,"Penerbitan surat khabar, jurnal, majalah dan penerbitan berkala dalam bentuk cetakan atau elektronik(4)",,
